input_strings,output_strings
"Given the input numbers 9 and 82, the answer is",' 91.\n\n'
"Given the input numbers 36 and 59, the answer is",' 95.\n\n'
"Given the input numbers 10 and 84, the answer is",' 94.\n\n'
"Given the input numbers 28 and 12, the answer is",' 40.\n\n'
"Given the input numbers 77 and 53, the answer is",' 130.\n\n'
"Given the input numbers 98 and 33, the answer is",' 131.\n\n'
"Given the input numbers 36 and 59, the answer is",' 95.\n\n'
"Given the input numbers 61 and 18, the answer is",' 79.\n\n'
"Given the input numbers 33 and 31, the answer is",' 64.\n\n'
"Given the input numbers 84 and 30, the answer is",' 114.\n\n'
"Given the input numbers 54 and 51, the answer is",' 105.\n\n'
"Given the input numbers 17 and 72, the answer is",' 89.\n\n'
"Given the input numbers 78 and 44, the answer is",' 122.\n\n'
"Given the input numbers 41 and 52, the answer is",' 93.\n\n'
"Given the input numbers 33 and 42, the answer is",' 75.\n\n'
"Given the input numbers 54 and 47, the answer is",' 101.\n\n'
"Given the input numbers 49 and 63, the answer is",' 112.\n\n'
"Given the input numbers 97 and 14, the answer is",' 111.\n\n'
"Given the input numbers 63 and 58, the answer is",' 121.\n\n'
"Given the input numbers 75 and 96, the answer is",' 171.\n\n'
"Given the input numbers 72 and 89, the answer is",' 161.\n\n'
"Given the input numbers 35 and 78, the answer is",' 113.\n\n'
"Given the input numbers 19 and 86, the answer is",' 105.\n\n'
"Given the input numbers 85 and 79, the answer is",' 164.\n\n'
"Given the input numbers 96 and 65, the answer is",' 161.\n\n'
"Given the input numbers 55 and 4, the answer is",' 59.\n\n'
"Given the input numbers 17 and 25, the answer is",' 42.\n\n'
"Given the input numbers 94 and 56, the answer is",' 150.\n\n'
"Given the input numbers 78 and 40, the answer is",' 118.\n\n'
"Given the input numbers 39 and 15, the answer is",' 54.\n\n'
"Given the input numbers 57 and 77, the answer is",' 134.\n\n'
"Given the input numbers 45 and 55, the answer is",' 100.\n\n'
"Given the input numbers 95 and 63, the answer is",' 158.\n\n'
"Given the input numbers 46 and 72, the answer is",' 118.\n\n'
"Given the input numbers 41 and 84, the answer is",' 125.\n\n'
"Given the input numbers 73 and 63, the answer is",' 136.\n\n'
"Given the input numbers 7 and 61, the answer is",' 68.\n\n'
"Given the input numbers 65 and 69, the answer is",' 134.\n\n'
"Given the input numbers 17 and 98, the answer is",' 115.\n\n'
"Given the input numbers 51 and 4, the answer is",' 55.\n\n'
"Given the input numbers 98 and 62, the answer is",' 160.\n\n'
"Given the input numbers 88 and 24, the answer is",' 112.\n\n'
"Given the input numbers 22 and 35, the answer is",' 57.\n\n'
"Given the input numbers 95 and 20, the answer is",' 115.\n\n'
"Given the input numbers 25 and 76, the answer is",' 101.\n\n'
"Given the input numbers 77 and 5, the answer is",' 82.\n\n'
"Given the input numbers 30 and 95, the answer is",' 125.\n\n'
"Given the input numbers 99 and 66, the answer is",' 165.\n\n'
"Given the input numbers 38 and 50, the answer is",' 88.\n\n'
"Given the input numbers 42 and 28, the answer is",' 70.\n\n'
"Given the input numbers 78 and 53, the answer is",' 131.\n\n'
"Given the input numbers 95 and 70, the answer is",' 165.\n\n'
"Given the input numbers 68 and 77, the answer is",' 145.\n\n'
"Given the input numbers 18 and 8, the answer is",' 26.\n\n'
"Given the input numbers 28 and 46, the answer is",' 74.\n\n'
"Given the input numbers 42 and 79, the answer is",' 121.\n\n'
"Given the input numbers 62 and 11, the answer is",' 73.\n\n'
"Given the input numbers 14 and 48, the answer is",' 62.\n\n'
"Given the input numbers 26 and 21, the answer is",' 47.\n\n'
"Given the input numbers 21 and 43, the answer is",' 64.\n\n'
"Given the input numbers 29 and 61, the answer is",' 90.\n\n'
"Given the input numbers 7 and 89, the answer is",' 96.\n\n'
"Given the input numbers 21 and 1, the answer is",' 22.\n\n'
"Given the input numbers 71 and 20, the answer is",' 91.\n\n'
"Given the input numbers 23 and 34, the answer is",' 57.\n\n'
"Given the input numbers 5 and 57, the answer is",' 62.\n\n'
"Given the input numbers 71 and 95, the answer is",' 166.\n\n'
"Given the input numbers 29 and 76, the answer is",' 105.\n\n'
"Given the input numbers 60 and 71, the answer is",' 131.\n\n'
"Given the input numbers 16 and 4, the answer is",' 20.\n\n'
"Given the input numbers 27 and 74, the answer is",' 101.\n\n'
"Given the input numbers 90 and 33, the answer is",' 123.\n\n'
"Given the input numbers 59 and 71, the answer is",' 130.\n\n'
"Given the input numbers 67 and 48, the answer is",' 115.\n\n'
"Given the input numbers 15 and 40, the answer is",' 55.\n\n'
"Given the input numbers 32 and 26, the answer is",' 58.\n\n'
"Given the input numbers 17 and 57, the answer is",' 74.\n\n'
"Given the input numbers 5 and 46, the answer is",' 51.\n\n'
"Given the input numbers 10 and 24, the answer is",' 34.\n\n'
"Given the input numbers 41 and 13, the answer is",' 54.\n\n'
"Given the input numbers 30 and 76, the answer is",' 106.\n\n'
"Given the input numbers 47 and 95, the answer is",' 142.\n\n'
"Given the input numbers 67 and 47, the answer is",' 114.\n\n'
"Given the input numbers 72 and 87, the answer is",' 159.\n\n'
"Given the input numbers 33 and 37, the answer is",' 70.\n\n'
"Given the input numbers 66 and 47, the answer is",' 113.\n\n'
"Given the input numbers 3 and 2, the answer is",' 5.\n\n'
"Given the input numbers 25 and 50, the answer is",' 75.\n\n'
"Given the input numbers 58 and 9, the answer is",' 67.\n\n'
"Given the input numbers 22 and 68, the answer is",' 90.\n\n'
"Given the input numbers 48 and 65, the answer is",' 113.\n\n'
"Given the input numbers 90 and 26, the answer is",' 116.\n\n'
"Given the input numbers 0 and 69, the answer is",' 69.\n\n'
"Given the input numbers 20 and 15, the answer is",' 35.\n\n'
"Given the input numbers 76 and 51, the answer is",' 127.\n\n'
"Given the input numbers 1 and 16, the answer is",' 17.\n\n'
"Given the input numbers 18 and 24, the answer is",' 42.\n\n'
"Given the input numbers 55 and 29, the answer is",' 84.\n\n'
"Given the input numbers 90 and 12, the answer is",' 102.\n\n'
"Given the input numbers 9 and 60, the answer is",' 69.\n\n'
"Given the input numbers 30 and 11, the answer is",' 41.\n\n'
"Given the input numbers 72 and 13, the answer is",' 85.\n\n'
"Given the input numbers 22 and 77, the answer is",' 99.\n\n'
"Given the input numbers 72 and 28, the answer is",' 100.\n\n'
"Given the input numbers 50 and 80, the answer is",' 130.\n\n'
"Given the input numbers 72 and 11, the answer is",' 83.\n\n'
"Given the input numbers 24 and 96, the answer is",' 120.\n\n'
"Given the input numbers 36 and 46, the answer is",' 82.\n\n'
"Given the input numbers 59 and 25, the answer is",' 84.\n\n'
"Given the input numbers 83 and 46, the answer is",' 129.\n\n'
"Given the input numbers 23 and 76, the answer is",' 99.\n\n'
"Given the input numbers 69 and 15, the answer is",' 84.\n\n'
"Given the input numbers 11 and 30, the answer is",' 41.\n\n'
"Given the input numbers 29 and 23, the answer is",' 52.\n\n'
"Given the input numbers 56 and 43, the answer is",' 99.\n\n'
"Given the input numbers 42 and 5, the answer is",' 47.\n\n'
"Given the input numbers 49 and 32, the answer is",' 81.\n\n'
"Given the input numbers 2 and 16, the answer is",' 18.\n\n'
"Given the input numbers 75 and 53, the answer is",' 128.\n\n'
"Given the input numbers 23 and 36, the answer is",' 59.\n\n'
"Given the input numbers 8 and 75, the answer is",' 83.\n\n'
"Given the input numbers 82 and 99, the answer is",' 181.\n\n'
"Given the input numbers 18 and 99, the answer is",' 117.\n\n'
"Given the input numbers 88 and 89, the answer is",' 177.\n\n'
"Given the input numbers 23 and 2, the answer is",' 25.\n\n'
"Given the input numbers 5 and 54, the answer is",' 59.\n\n'
"Given the input numbers 87 and 41, the answer is",' 128.\n\n'
"Given the input numbers 9 and 98, the answer is",' 107.\n\n'
"Given the input numbers 39 and 71, the answer is",' 110.\n\n'
"Given the input numbers 99 and 43, the answer is",' 142.\n\n'
"Given the input numbers 41 and 8, the answer is",' 49.\n\n'
"Given the input numbers 12 and 45, the answer is",' 57.\n\n'
"Given the input numbers 35 and 46, the answer is",' 81.\n\n'
"Given the input numbers 84 and 24, the answer is",' 108.\n\n'
"Given the input numbers 48 and 61, the answer is",' 109.\n\n'
"Given the input numbers 1 and 40, the answer is",' 41.\n\n'
"Given the input numbers 22 and 12, the answer is",' 34.\n\n'
"Given the input numbers 73 and 89, the answer is",' 162.\n\n'
"Given the input numbers 18 and 30, the answer is",' 48.\n\n'
"Given the input numbers 33 and 71, the answer is",' 104.\n\n'
"Given the input numbers 70 and 22, the answer is",' 92.\n\n'
"Given the input numbers 5 and 8, the answer is",' 13.\n\n'
"Given the input numbers 31 and 30, the answer is",' 61.\n\n'
"Given the input numbers 70 and 40, the answer is",' 110.\n\n'
"Given the input numbers 76 and 24, the answer is",' 100.\n\n'
"Given the input numbers 18 and 36, the answer is",' 54.\n\n'
"Given the input numbers 13 and 32, the answer is",' 45.\n\n'
"Given the input numbers 27 and 69, the answer is",' 96.\n\n'
"Given the input numbers 71 and 74, the answer is",' 145.\n\n'
"Given the input numbers 60 and 68, the answer is",' 128.\n\n'
"Given the input numbers 58 and 80, the answer is",' 138.\n\n'
"Given the input numbers 92 and 74, the answer is",' 166.\n\n'
"Given the input numbers 73 and 76, the answer is",' 149.\n\n'
"Given the input numbers 24 and 42, the answer is",' 66.\n\n'
"Given the input numbers 13 and 80, the answer is",' 93.\n\n'
"Given the input numbers 28 and 67, the answer is",' 95.\n\n'
"Given the input numbers 26 and 83, the answer is",' 109.\n\n'
"Given the input numbers 94 and 56, the answer is",' 150.\n\n'
"Given the input numbers 58 and 20, the answer is",' 78.\n\n'
"Given the input numbers 42 and 25, the answer is",' 67.\n\n'
"Given the input numbers 86 and 46, the answer is",' 132.\n\n'
"Given the input numbers 74 and 91, the answer is",' 165.\n\n'
"Given the input numbers 82 and 71, the answer is",' 153.\n\n'
"Given the input numbers 30 and 38, the answer is",' 68.\n\n'
"Given the input numbers 90 and 91, the answer is",' 181.\n\n'
"Given the input numbers 14 and 25, the answer is",' 39.\n\n'
"Given the input numbers 13 and 67, the answer is",' 80.\n\n'
"Given the input numbers 63 and 17, the answer is",' 80.\n\n'
"Given the input numbers 38 and 49, the answer is",' 87.\n\n'
"Given the input numbers 36 and 83, the answer is",' 119.\n\n'
"Given the input numbers 82 and 29, the answer is",' 111.\n\n'
"Given the input numbers 57 and 81, the answer is",' 138.\n\n'
"Given the input numbers 93 and 3, the answer is",' 96.\n\n'
"Given the input numbers 53 and 29, the answer is",' 82.\n\n'
"Given the input numbers 66 and 10, the answer is",' 76.\n\n'
"Given the input numbers 29 and 75, the answer is",' 104.\n\n'
"Given the input numbers 8 and 32, the answer is",' 40.\n\n'
"Given the input numbers 11 and 27, the answer is",' 38.\n\n'
"Given the input numbers 49 and 97, the answer is",' 146.\n\n'
"Given the input numbers 3 and 31, the answer is",' 34.\n\n'
"Given the input numbers 48 and 12, the answer is",' 60.\n\n'
"Given the input numbers 83 and 19, the answer is",' 102.\n\n'
"Given the input numbers 16 and 8, the answer is",' 24.\n\n'
"Given the input numbers 1 and 99, the answer is",' 100.\n\n'
"Given the input numbers 73 and 41, the answer is",' 114.\n\n'
"Given the input numbers 29 and 60, the answer is",' 89.\n\n'
"Given the input numbers 54 and 98, the answer is",' 152.\n\n'
"Given the input numbers 72 and 27, the answer is",' 99.\n\n'
"Given the input numbers 9 and 48, the answer is",' 57.\n\n'
"Given the input numbers 59 and 78, the answer is",' 137.\n\n'
"Given the input numbers 69 and 12, the answer is",' 81.\n\n'
"Given the input numbers 74 and 56, the answer is",' 130.\n\n'
"Given the input numbers 64 and 0, the answer is",' 64.\n\n'
"Given the input numbers 59 and 88, the answer is",' 147.\n\n'
"Given the input numbers 86 and 35, the answer is",' 121.\n\n'
"Given the input numbers 60 and 53, the answer is",' 113.\n\n'
"Given the input numbers 92 and 7, the answer is",' 99.\n\n'
"Given the input numbers 65 and 47, the answer is",' 112.\n\n'
"Given the input numbers 68 and 35, the answer is",' 103.\n\n'
"Given the input numbers 91 and 61, the answer is",' 152.\n\n'
"Given the input numbers 94 and 3, the answer is",' 97.\n\n'
"Given the input numbers 10 and 58, the answer is",' 68.\n\n'
"Given the input numbers 31 and 37, the answer is",' 68.\n\n'
"Given the input numbers 69 and 70, the answer is",' 139.\n\n'
"Given the input numbers 48 and 71, the answer is",' 119.\n\n'
"Given the input numbers 22 and 56, the answer is",' 78.\n\n'
"Given the input numbers 3 and 38, the answer is",' 41.\n\n'
"Given the input numbers 94 and 60, the answer is",' 154.\n\n'
"Given the input numbers 75 and 43, the answer is",' 118.\n\n'
"Given the input numbers 32 and 57, the answer is",' 89.\n\n'
"Given the input numbers 1 and 65, the answer is",' 66.\n\n'
"Given the input numbers 37 and 55, the answer is",' 92.\n\n'
"Given the input numbers 75 and 98, the answer is",' 173.\n\n'
"Given the input numbers 1 and 94, the answer is",' 95.\n\n'
"Given the input numbers 24 and 48, the answer is",' 72.\n\n'
"Given the input numbers 69 and 59, the answer is",' 128.\n\n'
"Given the input numbers 42 and 90, the answer is",' 132.\n\n'
"Given the input numbers 41 and 65, the answer is",' 106.\n\n'
"Given the input numbers 91 and 19, the answer is",' 110.\n\n'
"Given the input numbers 16 and 49, the answer is",' 65.\n\n'
"Given the input numbers 73 and 14, the answer is",' 87.\n\n'
"Given the input numbers 55 and 83, the answer is",' 138.\n\n'
"Given the input numbers 98 and 56, the answer is",' 154.\n\n'
"Given the input numbers 97 and 1, the answer is",' 98.\n\n'
"Given the input numbers 73 and 37, the answer is",' 110.\n\n'
"Given the input numbers 15 and 68, the answer is",' 83.\n\n'
"Given the input numbers 42 and 30, the answer is",' 72.\n\n'
"Given the input numbers 14 and 85, the answer is",' 99.\n\n'
"Given the input numbers 30 and 38, the answer is",' 68.\n\n'
"Given the input numbers 95 and 26, the answer is",' 121.\n\n'
"Given the input numbers 73 and 67, the answer is",' 140.\n\n'
"Given the input numbers 6 and 11, the answer is",' 17.\n\n'
"Given the input numbers 65 and 77, the answer is",' 142.\n\n'
"Given the input numbers 0 and 83, the answer is",' 83.\n\n'
"Given the input numbers 6 and 96, the answer is",' 102.\n\n'
"Given the input numbers 60 and 25, the answer is",' 85.\n\n'
"Given the input numbers 78 and 26, the answer is",' 104.\n\n'
"Given the input numbers 66 and 18, the answer is",' 84.\n\n'
"Given the input numbers 70 and 89, the answer is",' 159.\n\n'
"Given the input numbers 37 and 29, the answer is",' 66.\n\n'
"Given the input numbers 56 and 20, the answer is",' 76.\n\n'
"Given the input numbers 19 and 8, the answer is",' 27.\n\n'
"Given the input numbers 11 and 59, the answer is",' 70.\n\n'
"Given the input numbers 76 and 87, the answer is",' 163.\n\n'
"Given the input numbers 9 and 36, the answer is",' 45.\n\n'
"Given the input numbers 24 and 72, the answer is",' 96.\n\n'
"Given the input numbers 45 and 36, the answer is",' 81.\n\n'
"Given the input numbers 0 and 74, the answer is",' 74.\n\n'
"Given the input numbers 13 and 39, the answer is",' 52.\n\n'
"Given the input numbers 33 and 87, the answer is",' 120.\n\n'
"Given the input numbers 45 and 83, the answer is",' 128.\n\n'
"Given the input numbers 48 and 60, the answer is",' 108.\n\n'
"Given the input numbers 46 and 20, the answer is",' 66.\n\n'
"Given the input numbers 19 and 59, the answer is",' 78.\n\n'
"Given the input numbers 19 and 93, the answer is",' 112.\n\n'
"Given the input numbers 44 and 58, the answer is",' 102.\n\n'
